t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0.12000000000000004,"[0.999660899884555, 0.003516344245700742, 0.0085410307038727]","[0.8862035792312146, 0.4632960351198619, 0.47706691515716193]","[-0.015815517415445, 0.12191514027569889, 0.2123164985769037]","[-1.9406498938264491, 3.7121208721303516, 4.067877759217769]","[0.9945715164222657, -0.10204038674695616, -0.02037772679684748, 8.027851216007887e-05]","[[0.9993210784264611, 0.0034645907279009687, -0.036679405988416396], [0.0037563703227454486, 0.9807992796029213, 0.19498375012392463], [0.03665067386247258, -0.19498915288158677, 0.9801203795268967]]","[-1.5283889361972172, -0.8118850622716596, -0.0492256178786996]",[13.000803785421715],"[0.9899672989900403, -0.13588227461998365, -0.0387395711703605, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[52.29005468741451, 58.291019421725736, 49.24038015711169, 66.66405315436519]"
0.12500000000000003,"[0.9995818222974777, 0.004125919947079237, 0.009602613196757218]","[0.8763066800438635, 0.4817536741017154, 0.4973797743297097]","[-0.01846544612524605, 0.13517894290493648, 0.2272000720115235]","[-2.0179650711971204, 3.670664837756617, 4.057191657856648]","[0.9941309595433868, -0.10583695488648302, -0.022409075522639352, 8.713163633773652e-05]","[[0.999169483611907, 0.0039990168035979115, -0.040550596584015046], [0.0043183876898986034, 0.9791755060557842, 0.2029696525792924], [0.040517829982301905, -0.2029761961536462, 0.9783450154462493]]","[-1.421654575680373, -0.8410011180813308, -0.054803895041507386]",[13.069739698210249],"[0.9896670530304734, -0.1372692111055972, -0.04142810433057757, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[52.112671762729114, 58.57514632776699, 49.23992282846544, 67.07004825171782]"
0.13000000000000003,"[0.9994894950668515, 0.004801814661603919, 0.010738613556814835]","[0.8660254037844386, 0.5000000000000001, 0.5176380902050417]","[-0.021392434486811798, 0.14899698761916524, 0.24227947783667111]","[-2.0943951023931957, 3.6275987284684352, 4.04606063970985]","[0.9936992155887153, -0.10936604499957768, -0.024513839775881466, 9.380279536916126e-05]","[[0.9989956514845973, 0.004570176115796707, -0.0445735549977319], [0.004916657144752785, 0.9775970627768691, 0.21042768195406086], [0.04453666800947485, -0.2104354921117373, 0.9765927446291545]]","[-1.313573679307083, -0.8682460649707712, -0.060566143070138606]",[13.133295568256496],"[0.989397164409552, -0.13836233240699214, -0.04414879419910351, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.95447644748644, 58.84896272472929, 49.26274610735804, 67.40926774197652]"
0.13500000000000004,"[0.9993825328944174, 0.005546799599699745, 0.01195001094599819]","[0.8553642601605066, 0.5180270093731303, 0.5378396412305315]","[-0.02460719497654273, 0.1633329790957865, 0.2575306629151385]","[-2.169906462676956, 3.5829414344846877, 4.034485925418948]","[0.993279161603291, -0.11262449856418046, -0.026687439024507185, 0.00010023045425777042]","[[0.998798125720956, 0.005175539879726252, -0.04873928439420059], [0.005548386936439709, 0.9760781188043719, 0.2173493073228486], [0.048698249031242875, -0.21735850518963343, 0.9748762797211855]]","[-1.2048210174618241, -0.8936068197213445, -0.06648362374029144]",[13.191660606791563],"[0.9891569703664195, -0.13917321253129858, -0.04689674710728182, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.817312181177954, 59.10868740075947, 49.30949496979177, 67.68577062199476]"
0.14000000000000004,"[0.9992594969195346, 0.006363464495178678, 0.013237664260573882]","[0.844327925502015, 0.5358267949789968, 0.5579822120784587]","[-0.028119694302299797, 0.1781495236476583, 0.2729314688074078]","[-2.2444660302701074, 3.5367125439704536, 4.0224687842818]","[0.9928733319375528, -0.11561083345023972, -0.02892525892659742, 0.00010635879115536446]","[[0.9985755411043385, 0.0058122052330499725, -0.053038730928506146], [0.006210432519339074, 0.9746314245540459, 0.22372978523136752], [0.052993577309899585, -0.22374048480791311, 0.9732070058429603]]","[-1.0959917505465047, -0.9170795674217047, -0.07252737597279484]",[13.24503533273358],"[0.9889455794195431, -0.13971330613715208, -0.04966722294200411, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.70254870528408, 59.351339729358436, 49.38042188579063, 67.90341815271832]"
0.14500000000000005,"[0.9991188984480232, 0.007254212113416969, 0.01460232160461092]","[0.8329212407100994, 0.5533915492433442, 0.5780635938889434]","[-0.03193914173214502, 0.19340846023919508, 0.28846157786055676]","[-2.318041100882086, 3.488932334444992, 4.010010534113352]","[0.9924839127086872, -0.11832504028119344, -0.031222672562842963, 0.0001121380499643835]","[[0.9983266361676738, 0.006476944969825273, -0.05746282887219491], [0.006899348199246382, 0.9732682477534971, 0.22956767392048738], [0.05741364395823398, -0.22957997974278055, 0.9715949291699406]]","[-0.9876088145091516, -0.9386685948315892, -0.07866853884128842]",[13.293628263029625],"[0.988761907179049, -0.1399939196137313, -0.05245563251771872, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.611111635433026, 59.57464010912982, 49.475413794593834, 68.0659026569535]"
0.15000000000000005,"[0.9989592027393625, 0.008221254414612944, 0.016044629493913703]","[0.8211492091337039, 0.5707135676844318, 0.5980815845121735]","[-0.03607398337807312, 0.20907115914671914, 0.3041024393577756]","[-2.390599402055243, 3.43962176388735, 3.997112541101128]","[0.992112743394442, -0.12076839820843707, -0.033575058845154854, 0.00011752474943300576]","[[0.9980502642861826, 0.007166257556185468, -0.06200253793934331], [0.007611438398554162, 0.9719983445350234, 0.23486439540015208], [0.06194946298222695, -0.23487840039861557, 0.9700486591209749]]","[-0.8801296208167775, -0.958385266549082, -0.08487864126263896]",[13.337652887606582],"[0.9886047097947184, -0.14002618518771662, -0.05525753553567177, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.54351344078411, 59.77691909180826, 49.59402242856859, 68.1767701862763]"
0.15500000000000005,"[0.998778832822472, 0.00926661021034654, 0.01756514169070258]","[0.8090169943749473, 0.5877852522924732, 0.618033988749895]","[-0.040531901606992646, 0.22509878914797418, 0.31983717996128846]","[-2.462109107320609, 3.3888024615435057, 3.9837762196554074]","[0.9917613243613608, -0.12294330837841695, -0.035977818502317724, 0.00012248176876902687]","[[0.9977454032229554, 0.007876416549813293, -0.06664887403247058], [0.008342807756120188, 0.9708299603642033, 0.23962384192309394], [0.06659210092951509, -0.23963962552460583, 0.9685754188354256]]","[-0.7739521369050503, -0.9762471220859534, -0.09112985943882052]",[13.377324954500159],"[0.988472614989331, -0.13982103770881452, -0.05806863895584214, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.49988586673472, 59.95703537608491, 49.73549727225001, 68.23943823190787]"
0.16000000000000006,"[0.998576173314437, 0.01039210415608641, 0.019164327590509025]","[0.7965299180241961, 0.604599114862375, 0.6379186185961402]","[-0.045319818809985854, 0.24145255449548939, 0.33565050236669336]","[-2.5325388501580384, 3.3364967184390593, 3.970003032254124]","[0.9914308292263309, -0.12485314350409402, -0.03842638798065763, 0.00012697832807433867]","[[0.9974111631480614, 0.008603518707417341, -0.0713929344787196], [0.00908940943223531, 0.9697698558463718, 0.24385202342379872], [0.07133270122324557, -0.24386964993118518, 0.9671810790015677]]","[-0.6694204088252925, -0.9922770753186823, -0.0973952432331811]",[13.412860076287698],"[0.9883641506528588, -0.13938919386282658, -0.06088479562685916, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.480013703771434, 60.11430239941414, 49.8988204130439, 68.25720939040642]"
0.16500000000000006,"[0.9983495742203871, 0.011599366928563858, 0.02084258010234249]","[0.7836934573258397, 0.6211477802783105, 0.6577332934771666]","[-0.05044390482680532, 0.25809390321246584, 0.3515285757190473]","[-2.6018577377545964, 3.2827274776016586, 3.955794489282486]","[0.9911221210527791, -0.12650211208179385, -0.0409162515430858, 0.0001309898801299159]","[[0.9970467931665283, 0.009343530207593055, -0.07622591868650619], [0.009847091123979112, 0.9688233528673006, 0.24755675255455664], [0.07616250411283829, -0.24757626982855555, 0.9658702105278122]]","[-0.5668295829747004, -1.0065027007623382, -0.1036489127415652]",[13.444471657713333],"[0.9882777709971843, -0.13874113363217064, -0.06370200303991333, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.483369675057226, 60.248422997812845, 50.082742523368694, 68.23328170496642]"
0.17000000000000007,"[0.998097354696253, 0.012889836444626187, 0.022600222980937727]","[0.7705132427757891, 0.6374239897486899, 0.677475840490583]","[-0.055909587392381825, 0.27498470845466644, 0.36745892094498844]","[-2.6700353645551727, 3.2275183239974234, 3.9411521488673467]","[0.9908357714865064, -0.12789513591883325, -0.043442951802913576, 0.00013449792833855674]","[[0.9966516864026287, 0.010092330541678997, -0.08113914502282003], [0.010611638413002243, 0.9679943969609933, 0.25074736405855785], [0.08107286303682894, -0.2507688025180978, 0.9646461519970165]]","[-0.4664304787353579, -1.0189555937248191, -0.10986622637765249]",[13.47236913585742],"[0.9882118802936203, -0.13788708387332352, -0.06651640209345847, 0.0]",[0.5],"[0.0, 0.0, 0.0]","[51.50915010234442, 60.35943146914618, 50.28581922014434, 68.17075626448616]"
